name;address;gmap_id;description;latitude;longitude;category;avg_rating;num_of_reviews;price;hours;MISC;state;relative_results;url
Lawn Care Solutions;;0x86312ced9a9bfb31:0xeca4c724c4ac3926;;32.4319675;-93.737687;['Landscaper', 'Service establishment', 'Landscape designer', 'Lawn care service', 'Property maintenance'];5.0;8;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];;Open ⋅ Closes 5PM;['0x8636d349a4301e13:0x9572284c7e0ad77e', '0x86312d121815aa79:0xcef9163044288edf', '0x86312d4407113a81:0x5f43605524079570', '0x8636d324a658893d:0x5943fd70ead54625', '0x86312d7d0050d905:0x35c63193cd4e0e24'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86312ced9a9bfb31:0xeca4c724c4ac3926?authuser=-1&hl=en&gl=us
Ivy B Photography;Ivy B Photography, 3835 Gilbert Dr, Shreveport, LA 71104;0x8636d2aa43e11371:0x9a9505e8b093bdeb;;32.471258899999995;-93.7365478;['Photographer'];5.0;37;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];;Open ⋅ Closes 5PM;['0x86312d07035eebf5:0xb3987cbffbb8d560', '0x86312d46bd16e833:0x7351ea6e7f98710b', '0x86312d5f07c03eb7:0x5543b7973761a93d', '0x8636cd4b69f8fcdb:0xada5b1b6344c60c1', '0x8636d2b4382a11df:0x5fe57667c8619640'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8636d2aa43e11371:0x9a9505e8b093bdeb?authuser=-1&hl=en&gl=us
Zymbom Energy Drink;Zymbom Energy Drink, 5158 Interstate Dr, Shreveport, LA 71109;0x8636d21fba300001:0x42bdd8b8976b3f3d;;32.458799299999995;-93.82319489999999;['Beverage distributor'];3.0;2;;;;;['0x8636d21fba0783dd:0x19df388b0a2ba72', '0x863132d31274cf6f:0xb4db326cad59d4fb', '0x863132c32615b4f3:0x29d93c2ce26feea3', '0x8631330139d750b7:0x3ac635502b51d5a3'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8636d21fba300001:0x42bdd8b8976b3f3d?authuser=-1&hl=en&gl=us
Accucare Medical;Accucare Medical, 9011 Linwood Ave, Shreveport, LA 71106;0x8636d33deda334eb:0x8539697e533cad66;;32.419457099999995;-93.76236259999999;['Medical supply store', 'Wheelchair rental service'];4.3;25;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];{'From the business': ['Identifies as women-led'], 'Service options': ['Curbside pickup', 'Online care', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery'], 'Health & safety': ['Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Payments': ['Checks', 'Debit cards']};Open ⋅ Closes 5PM;['0x8636d2e70c512615:0x891bd4b4ec40cfb9', '0x86312cf5a8b00e5f:0x3e9612e32dd5949f', '0x86312cd82e232baf:0x8393cf723fec5b8f', '0x8631330f5ff1b9fb:0x9feafdb422d00733', '0x8631330380919109:0x40dd5451d8a07de5'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8636d33deda334eb:0x8539697e533cad66?authuser=-1&hl=en&gl=us
Goldstar Transit;Goldstar Transit, 4415 W Dickson Ln, Little Elm, TX 75068;0x864c3748dcc1c12d:0xbf904a61f262cf9b;;33.159362699999996;-96.9755706;['Transportation service'];4.5;4;;[['Thursday', '6AM–6PM'], ['Friday', '6AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '6AM–6PM'], ['Tuesday', '6AM–6PM'], ['Wednesday', '6AM–6PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 6PM;['0x864c374855555555:0x3abb669a098bb235', '0x864c353be1279d4b:0x1c042b2f41346b13', '0x864c3c07ec522a59:0x15985bc6bc7a1d42', '0x864e7202ba2bfb4f:0x379f45b055b17e35'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864c3748dcc1c12d:0xbf904a61f262cf9b?authuser=-1&hl=en&gl=us
Walmart Pharmacy;Walmart Pharmacy, 12220 FM 423, Frisco, TX 75033;0x864c3998b8d8dc83:0x57ffabe1e2322320;;33.1798674;-96.88369139999999;['Pharmacy', 'Drug store', 'Medical supply store', 'Vitamin & supplements store'];3.3;24;$;[['Thursday', '9AM–9PM'], ['Friday', '9AM–9PM'], ['Saturday', '9AM–7PM'], ['Sunday', '10AM–6PM'], ['Monday', '9AM–9PM'], ['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM']];{'Service options': ['Curbside pickup', 'In-store pickup', 'In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Planning': ['Quick visit']};Open ⋅ Closes 9PM;['0x864c3999b29e291f:0x2d364c05e88eec13', '0x864c3a44fb6a9703:0xd9c4dfb21b7a7167', '0x864c30cab454998b:0xbe5a28bdfef73023', '0x864c3992073ba38b:0xd9dbe3cbef42b87b', '0x864c3d7ffb3d2f3d:0xfe7abb23814284a2'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864c3998b8d8dc83:0x57ffabe1e2322320?authuser=-1&hl=en&gl=us
Luminous Logistics;Luminous Logistics, 3838 W Miller Rd, Garland, TX 75041;0x864ea0993bffffff:0xb50b5bb2fccf9d9b;;32.8936783;-96.6886107;['Delivery service'];2.3;8;;;;;['0x864ea09938bb619f:0x1b6902de2a2f3f96', '0x864ea7a136bf39eb:0x861d835119f7fe0', '0x864c1f07619eb4e5:0x327583f6008aed4a', '0x864c29c5370035db:0x263f2ef6bdfaa9eb'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864ea0993bffffff:0xb50b5bb2fccf9d9b?authuser=-1&hl=en&gl=us
Pacesetter Personnel Services;Pacesetter Personnel Services, 2300 Valley View Ln suite 635, Irving, TX 75062;0x864e819d99a1ff99:0xeee31cc82854286c;;32.8397946;-97.0209872;['Employment agency'];2.1;7;;;;;['0x864e9d6ea0c9089f:0x6f90f8b0b092af49', '0x864e83479813f9ab:0xa0c08db3786638ba', '0x864e82c59694d491:0xdc2ff58227db029b'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e819d99a1ff99:0xeee31cc82854286c?authuser=-1&hl=en&gl=us
LifeSafer Ignition Interlock;LifeSafer Ignition Interlock, 3333 Earhart Dr # 100, Carrollton, TX 75006;0x864c26b0587570cf:0xdc200cf8c3875a55;;32.9673975;-96.8443222;['Auto electrical service'];2.4;5;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];;Permanently closed;['0x864c1f1ad974d8ed:0xa7dab43941ea5729', '0x864ea4099b134aff:0xe874bc9dbd602be0', '0x864c193d6b450387:0x1af911b5c3163c11', '0x864e9ec7adc0d02b:0x51bea9393a8fb660'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864c26b0587570cf:0xdc200cf8c3875a55?authuser=-1&hl=en&gl=us
Cricket Wireless Authorized Retailer;Cricket Wireless Authorized Retailer, 2785 E Eldorado Pkwy, Little Elm, TX 75068;0x864c399793df5ee1:0x89754310c1a68fe;Wireless provider offering prepaid mobile phones, coverage plans & a range of accessories.;33.178885;-96.8896003;['Cell phone store'];4.5;73;;[['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', '12–6PM'], ['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM']];{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Staff wear masks'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments']};Open ⋅ Closes 7PM;['0x864c3999f2047cab:0x65d5180e6920725a', '0x864c394d02301e1b:0x39df7b580b28ab6e', '0x864c3997916232ff:0xe62fbb797d5902a3', '0x864c3999bc9ef987:0x4b3020349401dbdb', '0x864c3998b8d8dc83:0x3578586f2458fd45'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864c399793df5ee1:0x89754310c1a68fe?authuser=-1&hl=en&gl=us
Grand Home Furnishings;Grand Home Furnishings, 810 Northside Dr, Summersville, WV 26651;0x884955486c37d473:0x1b1f0907f74deee5;Venerable provider of brand-name furniture, mattresses & home-decor accessories.;38.303677;-80.830598;"['Furniture store', 'Bedroom furniture store', ""Children's furniture store"", 'Mattress store', 'Sofa store']";4.3;18;;[['Thursday', '10AM–5PM'], ['Friday', '10AM–5PM'], ['Saturday', '10AM–5PM'], ['Sunday', '12–5PM'], ['Monday', '10AM–5PM'], ['Tuesday', '10AM–5PM'], ['Wednesday', '10AM–5PM']];{'Service options': ['In-store pickup'], 'Payments': ['Cash-only', 'Checks', 'Debit cards']};Permanently closed;['0x884955345079b3cb:0x1e522932c8e68a73', '0x884955342dcc4739:0x7bb9dde831820581', '0x884bde5eb45aeaa5:0xde29e08178de878a', '0x88495537ab2169a5:0x96d2b6169df01709'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x884955486c37d473:0x1b1f0907f74deee5?authuser=-1&hl=en&gl=us
Joseph's Crossing;Joseph's Crossing, 215 Red Stone Way, Summersville, WV 26651;0x884eaadd97e3fc3f:0xe1d10dbeeb04fe83;;38.275718;-80.84683799999999;['Apartment building', 'Apartment complex'];3.5;8;;;{'Accessibility': ['Wheelchair accessible entrance']};;['0x884eaadbe239c4b9:0x81e95a525f61e6dd', '0x884eaadc7e5eab89:0x76e83dea0c4cec6d', '0x884eaade81d99ef5:0xe7f3311e15bdee2d', '0x884eaae7bc6096c3:0x2e6667b87aaeb5f7', '0x884955333ae836d3:0x514ea0faed20b28b'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x884eaadd97e3fc3f:0xe1d10dbeeb04fe83?authuser=-1&hl=en&gl=us
Knight Hawk;Knight Hawk, Lyons, KS 67554;0x87a49e315ebb5a8b:0x2944d7f235b5a649;;38.3526287;-98.1833281;['Auto repair shop'];5.0;6;;;{'Amenities': ['Mechanic']};Open now;['0x87a49e143b1074c7:0xef1f15efa9b7aa41', '0x87a49e143f407e6b:0xc05d049233ac88a0', '0x87a49f2ffce1b4c7:0x56f741006d140a87'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87a49e315ebb5a8b:0x2944d7f235b5a649?authuser=-1&hl=en&gl=us
Sigman’s Diner;Sigman’s Diner, 517 Elk St, Gassaway, WV 26624;0x884bdf439ee0d6e3:0x16676d0a5982954d;;38.6724886;-80.7748931;['Diner'];4.6;28;;[['Thursday', '7AM–2PM'], ['Friday', '7AM–2PM'], ['Saturday', 'Closed'], ['Sunday', '7AM–2PM'], ['Monday', '7AM–2PM'], ['Tuesday', '7AM–2PM'], ['Wednesday', '7AM–2PM']];{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Coffee', 'Comfort food', 'Quick bite'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Payments': ['Debit cards']};Permanently closed;['0x884bcf5834725e7d:0x537d8a1a05e15936'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x884bdf439ee0d6e3:0x16676d0a5982954d?authuser=-1&hl=en&gl=us
State Street/7th Street;State Street/7th Street, El Centro, CA 92243;0x80d7672fcdb22c17:0xe74b91e9e9695038;;32.791844;-115.55898499999999;['Bus stop'];4.4;5;;;{'Accessibility': ['Passenger loading area']};;['0x80d7672e1bc84c75:0xe0bebc0047bd72e9', '0x80d767251bda6419:0xbb7a2a974d35da42', '0x80d76732b3d88055:0x2804c824ba788b78', '0x80d7673102cfcac7:0x32b71e3894146140', '0x80d760d01e3b5387:0xf832bea89fed3c84'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d7672fcdb22c17:0xe74b91e9e9695038?authuser=-1&hl=en&gl=us
Cruises Inc. - Connie Stewart;Cruises Inc. - Connie Stewart, 6602 52nd Ln, Pinellas Park, FL 33781;0x88c2e49b79f06c31:0x4ed8c8ce27e926e0;;27.832186699999998;-82.704805;['Cruise agency'];5.0;2;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];;Open ⋅ Closes 5PM;['0x88c2fd3f88a7ab09:0x56dad3c1999b618f', '0x88c2fa4bffffffff:0x42505019658c1347', '0x88c2e68fc58b2311:0xc210081eca1b7f7d', '0x88c2fbe2cb75bbd7:0x298f9f8110f090c6', '0x88c2fa5ee02a9aa7:0x65b64af6a1e67bcd'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e49b79f06c31:0x4ed8c8ce27e926e0?authuser=-1&hl=en&gl=us
Burnette Baptist Church;Burnette Baptist Church, Detroit, MI 48227;0x8824cafee27c82f7:0x351786d226c2621;;42.3869598;-83.2113109;['Church'];5.0;1;;;{'Accessibility': ['Wheelchair accessible entrance']};;['0x8824ca883590f7a9:0xd4536913c2bae7d9', '0x8824b53479cf9ced:0x2a3d7646beb1d05', '0x883b32de6121b5b5:0x14e872824a77e8a4', '0x8824d211f36e9a8b:0xf8dd691b1c8e2155'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8824cafee27c82f7:0x351786d226c2621?authuser=-1&hl=en&gl=us
Sara Tyranski: Allstate Insurance;Sara Tyranski: Allstate Insurance, 2012 S Wayne Rd, Westland, MI 48186;0x883b4dcfa112c3f7:0xa893bca9bab5ec71;;42.293934899999996;-83.38838899999999;"['Insurance agency', 'Auto insurance agency', 'Home insurance agency', 'Insurance company', 'Life insurance agency', 'Motorcycle insurance agency', ""Renter's insurance agency""]";4.2;27;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];{'Service options': ['Online appointments', 'Onsite services'], 'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x883b4dc8f09f1255:0x5448499eef4ba206', '0x883b4d9ba5a0a873:0xd6d36e0451611ddd', '0x8824b375f7d0df6f:0x20231b9d1b36d0f4', '0x883b4c1ed94daaa7:0xc02128250104c8a1', '0x883b4d25b870cd15:0x2a5cc5e8bed0d03'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x883b4dcfa112c3f7:0xa893bca9bab5ec71?authuser=-1&hl=en&gl=us
U-Haul at Tel-Nine;U-Haul at Tel-Nine, 22455 Telegraph Rd, Southfield, MI 48033;0x8824b709a9d90837:0xcad0b9f11befb639;;42.4553113;-83.2788303;['Truck rental agency', 'Moving and storage service', 'Moving supply store', 'Packaging supply store', 'Propane supplier', 'Self-storage facility', 'Trailer rental service', 'Trailer supply store', 'Used truck dealer', 'Van rental agency'];3.0;65;;[['Thursday', '7AM–7PM'], ['Friday', '7AM–8PM'], ['Saturday', '7AM–7PM'], ['Sunday', '9AM–5PM'], ['Monday', '7AM–7PM'], ['Tuesday', '7AM–7PM'], ['Wednesday', '7AM–7PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 7PM;['0x8824ac287308d1cd:0xf3ceed12abfbef73', '0x8824cc5d20eca543:0x90e151815d58f41f', '0x8824b64eca1b662d:0xc05e10cdf1ad7848'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8824b709a9d90837:0xcad0b9f11befb639?authuser=-1&hl=en&gl=us
HDR;HDR, 591 Camino De La Reina suite 300, San Diego, CA 92108;0x80dbffc64011f711:0x6d7970e6968f3f92;;32.765555;-117.16167399999999;['Engineering consultant', 'Architecture firm', 'Civil engineering company', 'Construction company', 'Environmental engineer'];5.0;3;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x80dbff98570bd5a1:0x53a6df3b4d73da85', '0x80d9538e0c2e60a7:0xfb635fe02b1e06a7', '0x80dc06d36b327ac1:0x39bab4445058dded', '0x80dbfe4ca26f4b73:0x1bda90d940f9cbc8', '0x80dbffb6cf816d2f:0x25a53967cb9bc656'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dbffc64011f711:0x6d7970e6968f3f92?authuser=-1&hl=en&gl=us
Porvene Doors;Porvene Doors, 4119 S Market Ct # D, Sacramento, CA 95834;0x809ad7b6234f1ff9:0xe5622114044a3a90;;38.644574899999995;-121.4834059;['Door supplier'];4.0;4;;[['Thursday', '7AM–4PM'], ['Friday', '7AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7AM–4PM'], ['Tuesday', '7AM–4PM'], ['Wednesday', '7AM–4PM']];;Open ⋅ Closes 4PM;['0x809ad400cafcbe87:0x70f64e535fa906c0', '0x809ad635c9ce553f:0x4b2298e77ce058d5', '0x809ad46aff7410a3:0x4d17ce3b1dd0fceb', '0x809ad43a31550bfd:0xb613563017534a43'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ad7b6234f1ff9:0xe5622114044a3a90?authuser=-1&hl=en&gl=us
Hanford Auto Supply;Hanford Auto Supply, 200 E 6th St, Hanford, CA 93230;0x8094c37c1ecb4f59:0xad3b39758c31421d;;36.3259902;-119.6436207;['Auto parts store'];5.0;6;;[['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM']];{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 6PM;['0x8094c3827a48bd67:0x7511db07e7bb0939', '0x8094c3934eb544c5:0x538912ebc8dab145', '0x8094c4c31c772735:0xe33195fb4f20b68d', '0x8094c381801bd691:0x5e17ec9429dbc040', '0x8094c361af410f11:0xa5aaae80edff2095'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8094c37c1ecb4f59:0xad3b39758c31421d?authuser=-1&hl=en&gl=us
Jeff's Auto Repair;Jeff's Auto Repair, 144 Sutherland Dr, Auburn, CA 95603;0x809b0538c45f8f6d:0x5b41786472a8d07a;;38.918680699999996;-121.06175169999999;['Auto repair shop'];4.8;18;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Oil change'], 'Amenities': ['Mechanic'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 5PM;['0x809b0538c5029863:0xd83c942ff1408187', '0x809b0538c53035f5:0x7c0ac8461d55ad72', '0x809b052c67659a1b:0x2ce0cb95344d162d', '0x809b1038245c3787:0xe4822629a0798cf1'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x809b0538c45f8f6d:0x5b41786472a8d07a?authuser=-1&hl=en&gl=us
Good Massage;Good Massage, 3105 Penryn Rd # 120, Penryn, CA 95663;0x809b1bfeefcce5ad:0x16a2199c791bab34;;38.8363346;-121.1682135;['Spa', 'Massage spa', 'Massage therapist', 'Thai massage therapist'];4.2;8;;[['Thursday', '9:30AM–9:30PM'], ['Friday', '9:30AM–9:30PM'], ['Saturday', '9:30AM–9:30PM'], ['Sunday', '9:30AM–9:30PM'], ['Monday', '9:30AM–9:30PM'], ['Tuesday', '9:30AM–9:30PM'], ['Wednesday', '9:30AM–9:30PM']];;Open ⋅ Closes 9:30PM;['0x809b1f6d3deace19:0xd53cea0b1954502e', '0x809b1ef9859a4c25:0xa1c73781df057f67', '0x809b100e8012a08b:0xf33307ba766f7bab', '0x809b1ec9b80904e1:0x394d39df31270255'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x809b1bfeefcce5ad:0x16a2199c791bab34?authuser=-1&hl=en&gl=us
Tax Deferred Solutions (TDS Group, INC);Tax Deferred Solutions (TDS Group, INC), 6939 Sunrise Blvd #250, Citrus Heights, CA 95610;0x809adfd238cd7699:0xe89e5ac078af35f1;;38.6925459;-121.27213599999999;['Financial audit'];1.0;8;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x809b21d54836eb37:0xf112b2d173669d03', '0x809adf8df162a2db:0x8a5c27193191d05a', '0x809ade19a469992b:0x5a389b0f7e2a12df', '0x809ade1d5a2cba09:0x58fe79d3449628d7', '0x809ade10923f52a3:0xde8d18caa7ba2dfc'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x809adfd238cd7699:0xe89e5ac078af35f1?authuser=-1&hl=en&gl=us
Majestic Security;Majestic Security, 3128 Lexington Park Dr, Elkhart, IN 46514;0x8816c4b2fb8fb6a1:0x80451636e10ca83f;;41.6899261;-86.02416989999999;['Security guard service', 'Business to business service', 'Public safety office', 'Security service', 'Training centre', 'Training school', 'Transportation escort service'];4.3;48;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];;Open ⋅ Closes 5PM;['0x8816e8092cc37eff:0xa138075153591bc7', '0x8816ce61cc404e23:0x71a5e9e0898036a4', '0x8816e9eb8afbc539:0x7d7ee677df3fafa3', '0x8816cd46eed45c35:0x7d80db2d3b489fc3', '0x8816ebe5c65cf3ad:0xe8dede77091f4ecf'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8816c4b2fb8fb6a1:0x80451636e10ca83f?authuser=-1&hl=en&gl=us
Seminole Family Restaurant;Seminole Family Restaurant, 6864 Seminole Blvd, Seminole, FL 33772;0x88c2fb8614e57ce9:0x40b51628875ad6e9;;27.8348846;-82.7874195;;3.6;8;$$;;;;['0x88c2fc799a3fa1ad:0x2d1a46c8f525bf3e', '0x88c2fb8614f1e14b:0xa5e56eb8ac75a24d', '0x88c2fb8e0b81a581:0xfade569e65e63ea4', '0x88c2fb84e44cd72f:0xb7c7ebd0bad98424'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2fb8614e57ce9:0x40b51628875ad6e9?authuser=-1&hl=en&gl=us
Primo Pizza & Subs;Primo Pizza & Subs, 148 W St Joseph St, Easton, PA 18042;0x89c46d5e4554eae1:0xa2f8b211524ca29a;;40.6821773;-75.20981979999999;['Pizza delivery'];4.5;25;$$;[['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '12–9PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM']];{'Service options': ['No-contact delivery', 'Delivery', 'Takeout']};Open ⋅ Closes 9PM;['0x89c46c56cac9c661:0xdc9d0dd3f2b203ae', '0x89c43ff0f6942e8f:0xd39f5cfbe1a17922', '0x89c46c5a0ec7c609:0xdd75e04074703754'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c46d5e4554eae1:0xa2f8b211524ca29a?authuser=-1&hl=en&gl=us
A-Top Insurance;A-Top Insurance, 1009 Brighton Beach Ave, Brooklyn, NY 11235;0x89c24469c758686b:0x641f5b84cb9bedfa;;40.5782537;-73.9591269;['Insurance broker', 'Insurance agency'];2.0;4;;[['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM']];;Open ⋅ Closes 6PM;['0x89c24449907718fb:0x31b554a0983f621d', '0x4065f38ac8af66fd:0x991c223e83658501', '0x89c24450d471cd67:0x169d824916e1d42', '0x89c25bae39b5a677:0x5f129fa988693a25', '0x89c245029897765d:0xa04072e1ef9ab823'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c24469c758686b:0x641f5b84cb9bedfa?authuser=-1&hl=en&gl=us
T-Mobile;T-Mobile, 3923 103rd St, Queens, NY 11368;0x89c25fc9494dce47:0x6d63c807b59a55;;40.750146099999995;-73.8625356;['Cell phone store', 'Electronic parts supplier', 'Electronics store', 'Telecommunications service provider', 'Telephone company'];3.5;95;$$;[['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', '11AM–7PM'], ['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM']];{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['LGBTQ friendly'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Wi-Fi'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']};Open ⋅ Closes 8PM;['0x89c25fc7a91c609f:0xb103d6a261373fd', '0x89c25fbbe5d48481:0x71444b22a9b5b43c', '0x89c25fc7c8f23061:0x9900a17e5a950c1', '0x89c25fc7abaac0e5:0xc628c6c7f25013b2', '0x89c25fc65746902d:0xc7d3d292e673dcb5'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25fc9494dce47:0x6d63c807b59a55?authuser=-1&hl=en&gl=us
